NO,Row Labels, M ,F,R,L,P,NM,NF,NR,NL,NP
199,HD, Rp275.000,00 ,2,340,10,0,00,0,009,0,005,0,469,0,014,0,000
200,HDH, Rp260.000,00 ,1,351,0,0,00,0,008,0,000,0,484,0,000,0,000
201,HDQ, Rp380.000,00 ,1,580,0,0,00,0,012,0,000,0,800,0,000,0,000
202,HF, Rp575.555,56 ,9,44,409,97,29,0,019,0,039,0,061,0,562,0,201
203,HFB, Rp170.000,00 ,1,639,0,0,00,0,005,0,000,0,881,0,000,0,000
204,HG, Rp300.333,33 ,6,121,77,18,50,0,009,0,024,0,167,0,106,0,038
205,HGE, Rp155.000,00 ,2,186,0,0,00,0,005,0,005,0,257,0,000,0,000
206,HH, Rp215.000,00 ,2,408,16,0,00,0,007,0,005,0,563,0,022,0,000
207,HHR, Rp180.000,00 ,1,340,0,0,00,0,005,0,000,0,469,0,000,0,000
208,HI, Rp948.333,33 ,3,313,249,13,44,0,031,0,010,0,432,0,342,0,028
209,HK, Rp150.000,00 ,3,2,54,25,46,0,004,0,010,0,003,0,074,0,053
210,HM, Rp368.571,43 ,21,29,592,62,09,0,012,0,097,0,040,0,813,0,128
211,HNF, Rp190.000,00 ,1,11,0,0,00,0,006,0,000,0,015,0,000,0,000
212,HNI, Rp220.000,00 ,1,113,0,0,00,0,007,0,000,0,156,0,000,0,000
213,HP, Rp470.750,00 ,4,113,214,68,88,0,015,0,014,0,156,0,294,0,142
214,HR, Rp370.000,00 ,3,292,418,295,57,0,012,0,010,0,403,0,574,0,611
215,HRK, Rp170.000,00 ,1,150,0,0,00,0,005,0,000,0,207,0,000,0,000
216,HS, Rp318.500,00 ,10,3,683,65,00,0,010,0,043,0,004,0,938,0,134
217,HSB, Rp170.000,00 ,1,172,0,0,00,0,005,0,000,0,237,0,000,0,000
218,HU, Rp80.000,00 ,1,117,0,0,00,0,002,0,000,0,161,0,000,0,000
219,HV, Rp380.000,00 ,1,465,0,0,00,0,012,0,000,0,641,0,000,0,000
220,HZI, Rp140.000,00 ,1,141,0,0,00,0,004,0,000,0,194,0,000,0,000
221,IA, Rp223.714,29 ,28,59,447,28,49,0,007,0,130,0,081,0,614,0,059
222,IAP, Rp170.000,00 ,1,199,0,0,00,0,005,0,000,0,274,0,000,0,000
223,IAR, Rp745.000,00 ,1,278,0,0,00,0,024,0,000,0,383,0,000,0,000
224,IAS, Rp380.000,00 ,1,699,0,0,00,0,012,0,000,0,964,0,000,0,000
225,ID, Rp140.000,00 ,2,73,396,0,00,0,004,0,005,0,101,0,544,0,000
226,IF, Rp260.000,00 ,1,474,0,0,00,0,008,0,000,0,654,0,000,0,000
227,IG, Rp380.000,00 ,1,430,0,0,00,0,012,0,000,0,593,0,000,0,000
228,II, Rp32.000,00 ,1,519,0,0,00,0,000,0,000,0,716,0,000,0,000
229,IKB, Rp730.000,00 ,1,384,0,0,00,0,024,0,000,0,530,0,000,0,000
230,IM, Rp335.625,00 ,16,10,576,37,88,0,011,0,072,0,014,0,791,0,078
231,IMH, Rp240.000,00 ,2,639,0,0,00,0,007,0,005,0,881,0,000,0,000
232,IR, Rp132.857,14 ,7,18,178,16,93,0,004,0,029,0,025,0,245,0,035
233,IRM, Rp170.000,00 ,1,131,0,0,00,0,005,0,000,0,181,0,000,0,000
234,IS, Rp323.000,00 ,20,441,93,5,03,0,010,0,092,0,608,0,128,0,010
235,IT, Rp365.000,00 ,2,282,0,0,00,0,012,0,005,0,389,0,000,0,000
236,IX, Rp170.000,00 ,1,165,0,0,00,0,005,0,000,0,228,0,000,0,000
237,JA, Rp426.666,67 ,3,131,236,142,84,0,014,0,010,0,181,0,324,0,295
238,JD, Rp1.800.000,00 ,1,482,0,0,00,0,060,0,000,0,665,0,000,0,000
239,JE, Rp170.000,00 ,1,354,0,0,00,0,005,0,000,0,488,0,000,0,000
240,JES, Rp680.000,00 ,2,93,31,0,00,0,022,0,005,0,128,0,043,0,000
241,JF, Rp240.000,00 ,3,423,43,12,02,0,007,0,010,0,583,0,059,0,025
242,JG, Rp380.000,00 ,1,405,0,0,00,0,012,0,000,0,559,0,000,0,000
243,JK, Rp223.200,00 ,5,37,63,12,82,0,007,0,019,0,051,0,087,0,026
244,JL, Rp90.000,00 ,1,31,0,0,00,0,002,0,000,0,043,0,000,0,000
245,JN, Rp272.500,00 ,4,8,177,99,60,0,008,0,014,0,011,0,243,0,206
246,JR, Rp730.000,00 ,1,649,0,0,00,0,024,0,000,0,895,0,000,0,000
247,JW, Rp365.000,00 ,2,233,0,0,00,0,012,0,005,0,321,0,000,0,000
248,KA, Rp372.039,47 ,152,8,710,5,49,0,012,0,729,0,011,0,975,0,011
249,KAA, Rp1.225.000,00 ,1,197,0,0,00,0,040,0,000,0,272,0,000,0,000
250,KAB, Rp170.000,00 ,1,198,0,0,00,0,005,0,000,0,273,0,000,0,000
251,KAH, Rp170.000,00 ,1,290,0,0,00,0,005,0,000,0,400,0,000,0,000
252,KAK, Rp170.000,00 ,2,96,3,0,00,0,005,0,005,0,132,0,004,0,000
253,KAP, Rp380.000,00 ,1,129,0,0,00,0,012,0,000,0,178,0,000,0,000
254,KAW, Rp370.000,00 ,3,204,23,16,26,0,012,0,010,0,281,0,032,0,034
255,KD, Rp365.000,00 ,2,247,0,0,00,0,012,0,005,0,341,0,000,0,000
256,KF, Rp140.000,00 ,1,36,0,0,00,0,004,0,000,0,050,0,000,0,000
